Category,Customer ID,Order Date,Order ID,Product ID,Product Name,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,LS-16975,06/11/20,US-2020-125969,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Home Office,10/11/20,Second Class,Shipped Late,California,Furnishings,0.00%,$26,3,$239
Technology,DW-13585,02/02/21,US-2021-164147,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Corporate,05/02/21,First Class,Shipped Late,Ohio,Phones,40.00%,-$12,5,$60
Office Supplies,DW-13585,02/02/21,US-2021-164147,OFF-PA-10002377,Xerox 1916,Corporate,05/02/21,First Class,Shipped Late,Ohio,Paper,20.00%,$29,2,$78
Office Supplies,DW-13585,02/02/21,US-2021-164147,OFF-FA-10002780,Staples,Corporate,05/02/21,First Class,Shipped Late,Ohio,Fasteners,20.00%,$7,9,$21
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-PA-10001804,Xerox 195,Consumer,19/10/20,Standard Class,Shipped On Time,California,Paper,0.00%,$10,3,$20
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-PA-10001736,Xerox 1880,Consumer,19/10/20,Standard Class,Shipped On Time,California,Paper,0.00%,$17,1,$35
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Consumer,19/10/20,Standard Class,Shipped On Time,California,Art,0.00%,$3,4,$12
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-FA-10002988,Ideal Clamps,Consumer,19/10/20,Standard Class,Shipped On Time,California,Fasteners,0.00%,$2,2,$4
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-BI-10004781,GBC Wire Binding Strips,Consumer,19/10/20,Standard Class,Shipped On Time,California,Binders,20.00%,$27,3,$76
Office Supplies,LC-16885,13/10/20,CA-2020-145583,OFF-SU-10001218,Fiskars Softgrip Scissors,Consumer,19/10/20,Standard Class,Shipped On Time,California,Supplies,0.00%,$18,6,$66
Furniture,LC-16885,13/10/20,CA-2020-145583,FUR-FU-10001706,Longer-Life Soft White Bulbs,Consumer,19/10/20,Standard Class,Shipped On Time,California,Furnishings,0.00%,$21,14,$43
Furniture,JD-15895,05/09/20,CA-2020-110366,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Corporate,07/09/20,Second Class,Shipped Early,Pennsylvania,Furnishings,20.00%,$10,2,$83
Office Supplies,SH-19975,18/09/21,CA-2021-106180,OFF-AR-10000940,Newell 343,Corporate,23/09/21,Standard Class,Shipped Early,California,Art,0.00%,$2,3,$9
Office Supplies,SH-19975,18/09/21,CA-2021-106180,OFF-EN-10004030,Convenience Packs of Business Envelopes,Corporate,23/09/21,Standard Class,Shipped Early,California,Envelopes,0.00%,$5,3,$11
Office Supplies,SH-19975,18/09/21,CA-2021-106180,OFF-PA-10004327,Xerox 1911,Corporate,23/09/21,Standard Class,Shipped Early,California,Paper,0.00%,$69,3,$144
Office Supplies,SG-20080,22/12/21,CA-2021-155376,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Consumer,27/12/21,Standard Class,Shipped Early,Missouri,Appliances,0.00%,$218,3,$839
Office Supplies,HA-14920,07/09/19,CA-2019-110744,OFF-ST-10003656,Safco Industrial Wire Shelving,Consumer,12/09/19,Standard Class,Shipped Early,California,Storage,0.00%,$20,7,$672
Furniture,MG-17680,22/10/18,CA-2018-110072,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Home Office,28/10/18,Standard Class,Shipped On Time,Ohio,Furnishings,20.00%,$13,4,$94
Technology,JE-16165,05/12/20,CA-2020-114489,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Corporate,09/12/20,Standard Class,Shipped Early,Wisconsin,Phones,0.00%,$104,11,$384
Technology,JE-16165,05/12/20,CA-2020-114489,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Corporate,09/12/20,Standard Class,Shipped Early,Wisconsin,Phones,0.00%,$6,3,$150
Furniture,JE-16165,05/12/20,CA-2020-114489,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Corporate,09/12/20,Standard Class,Shipped Early,Wisconsin,Chairs,0.00%,$586,8,"$1,952"
Office Supplies,JE-16165,05/12/20,CA-2020-114489,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Corporate,09/12/20,Standard Class,Shipped Early,Wisconsin,Binders,0.00%,$81,5,$172
Office Supplies,TW-21025,13/03/20,CA-2020-158834,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Home Office,16/03/20,First Class,Shipped Late,Arizona,Appliances,20.00%,$18,5,$158
Technology,TW-21025,13/03/20,CA-2020-158834,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Home Office,16/03/20,First Class,Shipped Late,Arizona,Phones,20.00%,$15,2,$203
Office Supplies,SP-20650,31/05/19,CA-2019-124919,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,02/06/19,First Class,Shipped Late,California,Paper,0.00%,$26,7,$58
Office Supplies,SP-20650,31/05/19,CA-2019-124919,OFF-PA-10002254,Xerox 1883,Corporate,02/06/19,First Class,Shipped Late,California,Paper,0.00%,$49,4,$106
Office Supplies,SP-20650,31/05/19,CA-2019-124919,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,02/06/19,First Class,Shipped Late,California,Storage,0.00%,$21,6,$81
Office Supplies,NK-18490,28/05/19,CA-2019-118948,OFF-AR-10001547,Newell 311,Home Office,03/06/19,Standard Class,Shipped On Time,Washington,Art,0.00%,$2,3,$7
Furniture,DB-13060,01/03/18,CA-2018-104269,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Consumer,06/03/18,Second Class,Shipped Late,Washington,Chairs,20.00%,$51,2,$458
Office Supplies,NP-18670,20/11/20,CA-2020-114104,OFF-LA-10002475,Avery 519,Consumer,24/11/20,Standard Class,Shipped Early,Oklahoma,Labels,0.00%,$7,2,$15
Technology,NP-18670,20/11/20,CA-2020-114104,TEC-PH-10004536,Avaya 5420 Digital phone,Consumer,24/11/20,Standard Class,Shipped Early,Oklahoma,Phones,0.00%,$236,7,$945
Office Supplies,TT-21070,11/05/20,CA-2020-162733,OFF-PA-10002751,Xerox 1920,Consumer,12/05/20,First Class,Shipped On Time,California,Paper,0.00%,$3,1,$6
Technology,EM-13960,28/12/19,CA-2019-119697,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Consumer,31/12/19,Second Class,Shipped On Time,Pennsylvania,Accessories,20.00%,$1,2,$54
Office Supplies,RD-19900,16/11/20,CA-2020-154508,OFF-EN-10001990,Staple envelope,Consumer,20/11/20,Standard Class,Shipped Early,New Mexico,Envelopes,0.00%,$13,5,$28
Office Supplies,MJ-17740,07/11/20,CA-2020-113817,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Consumer,11/11/20,Standard Class,Shipped Early,Washington,Binders,20.00%,$10,2,$28
Office Supplies,BM-11140,08/09/18,CA-2018-139892,OFF-AR-10004441,BIC Brite Liner Highlighters,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Art,20.00%,$3,3,$10
Technology,BM-11140,08/09/18,CA-2018-139892,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Machines,40.00%,"-$1,360",8,"$8,160"
Office Supplies,BM-11140,08/09/18,CA-2018-139892,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Storage,20.00%,-$59,3,$276
Furniture,BM-11140,08/09/18,CA-2018-139892,FUR-CH-10004287,SAFCO Arco Folding Chair,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Chairs,30.00%,-$25,9,"$1,740"
Office Supplies,BM-11140,08/09/18,CA-2018-139892,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Art,20.00%,$7,6,$32
Office Supplies,BM-11140,08/09/18,CA-2018-139892,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Appliances,80.00%,-$454,5,$178
Technology,BM-11140,08/09/18,CA-2018-139892,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Consumer,12/09/18,Standard Class,Shipped Early,Texas,Phones,20.00%,$9,3,$144
Office Supplies,CS-12130,05/08/18,CA-2018-118962,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Consumer,09/08/18,Standard Class,Shipped Early,California,Paper,0.00%,$10,3,$21
Office Supplies,CS-12130,05/08/18,CA-2018-118962,OFF-PA-10001144,Xerox 1913,Consumer,09/08/18,Standard Class,Shipped Early,California,Paper,0.00%,$53,2,$111
Furniture,CS-12130,05/08/18,CA-2018-118962,FUR-CH-10003817,"Global Value Steno Chair, Gray",Consumer,09/08/18,Standard Class,Shipped Early,California,Chairs,20.00%,$21,7,$340
Office Supplies,JB-15400,14/09/18,US-2018-100853,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Corporate,19/09/18,Standard Class,Shipped Early,Illinois,Appliances,80.00%,-$131,2,$52
Office Supplies,JB-15400,14/09/18,US-2018-100853,OFF-LA-10003148,Avery 51,Corporate,19/09/18,Standard Class,Shipped Early,Illinois,Labels,20.00%,$7,4,$20
Office Supplies,SJ-20500,21/04/21,US-2021-152366,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Consumer,25/04/21,Second Class,Shipped Late,Texas,Appliances,80.00%,-$243,4,$97
Furniture,JE-15745,21/11/19,US-2019-101511,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Consumer,23/11/19,Second Class,Shipped Early,Ohio,Chairs,30.00%,-$11,7,$397
Office Supplies,JE-15745,21/11/19,US-2019-101511,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Consumer,23/11/19,Second Class,Shipped Early,Ohio,Supplies,20.00%,-$4,5,$16
Office Supplies,JK-15640,15/12/19,CA-2019-137225,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Home Office,19/12/19,Standard Class,Shipped Early,New York,Art,0.00%,$1,1,$3
Office Supplies,DK-13150,05/12/18,CA-2018-166191,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,09/12/18,Second Class,Shipped Late,Illinois,Storage,20.00%,$2,2,$25
Technology,DK-13150,05/12/18,CA-2018-166191,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Corporate,09/12/18,Second Class,Shipped Late,Illinois,Accessories,20.00%,$77,7,$409
Technology,RM-19675,19/11/18,CA-2018-158274,TEC-PH-10003273,AT&T TR1909W,Home Office,24/11/18,Second Class,Shipped Late,Louisiana,Phones,0.00%,$131,4,$504
Technology,RM-19675,19/11/18,CA-2018-158274,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Home Office,24/11/18,Second Class,Shipped Late,Louisiana,Phones,0.00%,$42,5,$150
Technology,RM-19675,19/11/18,CA-2018-158274,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Home Office,24/11/18,Second Class,Shipped Late,Louisiana,Accessories,0.00%,$7,2,$29
Office Supplies,SK-19990,28/11/20,CA-2020-105018,OFF-BI-10001890,Avery Poly Binder Pockets,Consumer,02/12/20,Standard Class,Shipped Early,Connecticut,Binders,0.00%,$3,2,$7
Technology,FM-14290,26/08/18,CA-2018-123260,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,30/08/18,Standard Class,Shipped Early,California,Accessories,0.00%,$23,8,$177
Office Supplies,AM-10360,16/07/20,CA-2020-157000,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Corporate,22/07/20,Standard Class,Shipped On Time,Texas,Storage,20.00%,$4,3,$37
Office Supplies,AM-10360,16/07/20,CA-2020-157000,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,22/07/20,Standard Class,Shipped On Time,Texas,Paper,20.00%,$6,3,$20
Furniture,MP-17470,12/10/19,CA-2019-102281,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Home Office,14/10/19,First Class,Shipped Late,New York,Bookcases,20.00%,$112,4,$899
Technology,MP-17470,12/10/19,CA-2019-102281,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Home Office,14/10/19,First Class,Shipped Late,New York,Phones,0.00%,$20,6,$72
Office Supplies,MP-17470,12/10/19,CA-2019-102281,OFF-PA-10000061,Xerox 205,Home Office,14/10/19,First Class,Shipped Late,New York,Paper,0.00%,$25,8,$52
Furniture,MP-17470,12/10/19,CA-2019-102281,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Home Office,14/10/19,First Class,Shipped Late,New York,Bookcases,20.00%,$47,3,$626
Office Supplies,MP-17470,12/10/19,CA-2019-102281,OFF-AR-10003514,4009 Highlighters by Sanford,Home Office,14/10/19,First Class,Shipped Late,New York,Art,0.00%,$7,5,$20
Office Supplies,MZ-17515,31/10/19,CA-2019-131457,OFF-EN-10001509,Poly String Tie Envelopes,Corporate,06/11/19,Standard Class,Shipped On Time,California,Envelopes,0.00%,$7,7,$14
Office Supplies,CB-12025,21/03/18,CA-2018-140004,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,25/03/18,Standard Class,Shipped Early,Ohio,Art,20.00%,$1,2,$7
Office Supplies,CB-12025,21/03/18,CA-2018-140004,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,25/03/18,Standard Class,Shipped Early,Ohio,Art,20.00%,$2,3,$6
Office Supplies,VM-21685,06/11/21,CA-2021-107720,OFF-ST-10001414,Decoflex Hanging Personal Folder File,Home Office,13/11/21,Standard Class,Shipped Late,New Jersey,Storage,0.00%,$12,3,$46
Office Supplies,FH-14365,06/07/21,US-2021-124303,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Corporate,13/07/21,Standard Class,Shipped Late,Pennsylvania,Binders,70.00%,-$2,2,$3
Office Supplies,FH-14365,06/07/21,US-2021-124303,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Corporate,13/07/21,Standard Class,Shipped Late,Pennsylvania,Paper,20.00%,$6,3,$16
Office Supplies,MB-17305,24/06/21,CA-2021-105074,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Consumer,29/06/21,Standard Class,Shipped Early,Ohio,Paper,20.00%,$7,3,$22
Furniture,BS-11755,03/08/18,CA-2018-133690,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Consumer,05/08/18,First Class,Shipped Late,Colorado,Tables,50.00%,-$162,2,$219
Office Supplies,BS-11755,03/08/18,CA-2018-133690,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,05/08/18,First Class,Shipped Late,Colorado,Appliances,20.00%,$0,1,$3
Office Supplies,LC-17140,17/12/21,US-2021-116701,OFF-AP-10003217,Eureka Sanitaire Commercial Upright,Consumer,21/12/21,Second Class,Shipped Late,Texas,Appliances,80.00%,-$179,2,$66
Furniture,HK-14890,03/06/21,CA-2021-126382,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Corporate,07/06/21,Standard Class,Shipped Early,Tennessee,Furnishings,20.00%,$10,7,$35
Technology,LE-16810,09/12/21,CA-2021-108329,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Consumer,14/12/21,Standard Class,Shipped Early,California,Phones,20.00%,$44,4,$445
Office Supplies,JH-15985,01/12/21,CA-2021-135860,OFF-ST-10000642,"Tennsco Lockers, Gray",Consumer,07/12/21,Standard Class,Shipped On Time,Michigan,Storage,0.00%,$6,4,$84
Technology,JH-15985,01/12/21,CA-2021-135860,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Consumer,07/12/21,Standard Class,Shipped On Time,Michigan,Phones,0.00%,$36,2,$132
Office Supplies,JH-15985,01/12/21,CA-2021-135860,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Consumer,07/12/21,Standard Class,Shipped On Time,Michigan,Binders,0.00%,$7,4,$16
Office Supplies,JH-15985,01/12/21,CA-2021-135860,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Consumer,07/12/21,Standard Class,Shipped On Time,Michigan,Fasteners,0.00%,$16,9,$52
Office Supplies,JH-15985,01/12/21,CA-2021-135860,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Consumer,07/12/21,Standard Class,Shipped On Time,Michigan,Storage,0.00%,$4,1,$92
Technology,MS-17980,09/02/19,CA-2019-101007,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Corporate,13/02/19,Second Class,Shipped Late,Texas,Accessories,20.00%,$7,2,$21
Office Supplies,VW-21775,02/01/19,CA-2019-146262,OFF-LA-10004544,Avery 505,Corporate,09/01/19,Standard Class,Shipped Late,Ohio,Labels,20.00%,$9,2,$24
Furniture,VW-21775,02/01/19,CA-2019-146262,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,09/01/19,Standard Class,Shipped Late,Ohio,Bookcases,50.00%,-$244,5,$452
Technology,VW-21775,02/01/19,CA-2019-146262,TEC-PH-10002844,Speck Products Candyshell Flip Case,Corporate,09/01/19,Standard Class,Shipped Late,Ohio,Phones,40.00%,-$15,3,$63
Technology,VW-21775,02/01/19,CA-2019-146262,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Corporate,09/01/19,Standard Class,Shipped Late,Ohio,Machines,70.00%,-$950,9,"$1,188"
Technology,VW-21775,02/01/19,CA-2019-146262,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Corporate,09/01/19,Standard Class,Shipped Late,Ohio,Accessories,20.00%,$4,2,$90
Office Supplies,JH-15910,28/10/20,CA-2020-130162,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Consumer,01/11/20,Standard Class,Shipped Early,California,Storage,0.00%,$26,6,$93
Technology,JH-15910,28/10/20,CA-2020-130162,TEC-PH-10002563,Adtran 1202752G1,Consumer,01/11/20,Standard Class,Shipped Early,California,Phones,20.00%,$23,3,$302
Office Supplies,JB-15925,24/12/19,CA-2019-169397,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Consumer,27/12/19,First Class,Shipped Late,Ohio,Fasteners,20.00%,$2,2,$6
Office Supplies,JB-15925,24/12/19,CA-2019-169397,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Consumer,27/12/19,First Class,Shipped Late,Ohio,Paper,20.00%,$8,6,$23
Office Supplies,JB-15925,24/12/19,CA-2019-169397,OFF-BI-10002852,Ibico Standard Transparent Covers,Consumer,27/12/19,First Class,Shipped Late,Ohio,Binders,70.00%,-$14,4,$20
Furniture,JB-15925,24/12/19,CA-2019-169397,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,27/12/19,First Class,Shipped Late,Ohio,Furnishings,20.00%,$19,4,$73
Technology,JB-15925,24/12/19,CA-2019-169397,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Consumer,27/12/19,First Class,Shipped Late,Ohio,Machines,70.00%,-$384,4,$480
Office Supplies,JB-15925,24/12/19,CA-2019-169397,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Consumer,27/12/19,First Class,Shipped Late,Ohio,Art,20.00%,$3,2,$27
Office Supplies,DS-13180,09/08/19,CA-2019-163055,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Corporate,16/08/19,Standard Class,Shipped Late,Michigan,Art,0.00%,$1,1,$2
Furniture,DS-13180,09/08/19,CA-2019-163055,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Corporate,16/08/19,Standard Class,Shipped Late,Michigan,Tables,0.00%,$137,5,$622
Office Supplies,DS-13180,09/08/19,CA-2019-163055,OFF-ST-10002485,Rogers Deluxe File Chest,Corporate,16/08/19,Standard Class,Shipped Late,Michigan,Storage,0.00%,$0,1,$22
Furniture,VD-21670,28/02/19,US-2019-145436,FUR-CH-10004860,Global Low Back Tilter Chair,Consumer,04/03/19,Standard Class,Shipped Early,Tennessee,Chairs,20.00%,-$28,2,$162
Furniture,VD-21670,28/02/19,US-2019-145436,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Consumer,04/03/19,Standard Class,Shipped Early,Tennessee,Chairs,20.00%,$44,8,$390
Office Supplies,EA-14035,13/09/18,US-2018-156216,OFF-BI-10001679,GBC Instant Index System for Binding Systems,Corporate,17/09/18,Standard Class,Shipped Early,North Carolina,Binders,70.00%,-$12,7,$19
Furniture,CS-12400,07/04/21,US-2021-100930,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Home Office,12/04/21,Standard Class,Shipped Early,Florida,Tables,45.00%,-$102,2,$234
Furniture,CS-12400,07/04/21,US-2021-100930,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Home Office,12/04/21,Standard Class,Shipped Early,Florida,Tables,45.00%,-$248,3,$621
Office Supplies,CS-12400,07/04/21,US-2021-100930,OFF-BI-10001679,GBC Instant Index System for Binding Systems,Home Office,12/04/21,Standard Class,Shipped Early,Florida,Binders,70.00%,-$4,2,$5
Furniture,CS-12400,07/04/21,US-2021-100930,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Home Office,12/04/21,Standard Class,Shipped Early,Florida,Furnishings,20.00%,$0,3,$258
Technology,CS-12400,07/04/21,US-2021-100930,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Home Office,12/04/21,Standard Class,Shipped Early,Florida,Accessories,20.00%,-$8,3,$618
Office Supplies,DB-13120,12/11/21,CA-2021-160514,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Corporate,16/11/21,Standard Class,Shipped Early,California,Paper,0.00%,$5,2,$11
Office Supplies,KL-16645,04/06/20,CA-2020-157749,OFF-PA-10003349,Xerox 1957,Consumer,09/06/20,Second Class,Shipped Late,Illinois,Paper,20.00%,$9,5,$26
Furniture,KL-16645,04/06/20,CA-2020-157749,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Consumer,09/06/20,Second Class,Shipped Late,Illinois,Furnishings,60.00%,-$357,5,$420
Furniture,KL-16645,04/06/20,CA-2020-157749,FUR-FU-10004351,Staple-based wall hangings,Consumer,09/06/20,Second Class,Shipped Late,Illinois,Furnishings,60.00%,-$5,3,$12
